No.,Texto
711,Colombia es el segundo país de la OCDE con el porcentaje más alto de violencia contra la mujer. El colegio no esta formando sexualmente a los hombres y la víctima de ello es la mujer.
712,Colombia es el segundo país de la OCDE en porcentaje de la juventud sin opciones. Esto es lo que hay que cambiar.
713,Un saludo especial a la @PoliciaColombia por sus 131 años. Velar por la seguridad y los derechos de los ciudadanos serán los principios básicos de la institución. Llevaremos educación y oportunidades a cada uno de los patrulleros y policías del país.
714,Firmada la ley de Paz.
715,"Hilary fue activista en mi campaña presidencial, y fué abusada sexualmente en una estacion de transmilenio. Le solicito a la policía en la la brevedad del tiempo la captura del criminal."
716,Este arancel a lan mportación de confecciones permitirá que pueda dispararse la industria de confecciones de Colombia. Mejor aun si frenamos el gran contrabando que es la otra cara de la moneda de la exportación de cocaína ilegal.
717,"La igualdad de la mujer y el hombre. La lucha contra la discriminación. El deporte atado al conocimiento, el abrir las oportunidades a la juventud es el propósito central del gobierno."
718,Excelente artículo de monseñor Barreto. El verdadero Pacto Social consiste en que los más afortunados económicamente paguen sus impuestos sabedores que con ellos se construye la dignidad humana y la paz. https://www.cec.org.co/sistema-informativo/opinion/el-estallido-de-las-elites?s=09
719,Temas de una agenda con Brasil: 1. El rescate de la selva amazónica y su investigación científica. 2. El camino de una nueva política antidrogas no violento. 3. La red integrada de energía eléctrica de América con energías límpias 4. La integración económica latinoamericana
720,Esta es la carta que he recibido de Salvatore Mancuso alrededor de la evaluación de su proceso de paz y nuestra propuesta de Paz total.
721,"Alexis, es un colombiano que ha muerto en el Donbás; sus ideas revolucionarias, quizás equivocadas, quizás no, lo llevaron a esta guerra con los ojos abiertos. Ha muerto un joven que quizo ser revolucionario. La revolución es la Paz. Esto no saldrá en nuestros medios."
722,"En Cúcuta, en el Norte de Santander el dialogo social debe llevar a que la frontera gire alrededor de una política de la vida centrada en el trabajo y el conocimiento, y no como en el pasado inmediato, alrededor de la muerte, del crimen y de la política aliada con las mafias."
723,Muy bien por la Cámara de Representantes por defender los artículos del servicio social para la Paz para la juventud.. Indudablemente abrir las posibilidades a la juventud es el.mejor camino de Colombia
724,"Me reuno con la población de Puerto Leguízamo, Putumayo, para hablar del plan del gobierno para recuperar la Selva Amazónica y establecer la paz en la región."
725,La compañia antinarcóticos del control portuario de Cartagena ha logrado decomisar 4 toneladas de Cocaína. 30 detenidos. La interdicción funciona y los dueños del capital narcotraficante deben pensarlo. O la represión o el acogimiento a la Justicia para cesar el negocio.
726,No te aparece en los titulares de la televisión pero es una gran noticia: Llevamos 37 dias sin asesinatos en Buenaventura. ¿Cómo se logró? ¿Es posible la Paz Total?
727,"Hoy llegaran desde el gobierno ayudas en comida, agua potable y brigadas de salud para mirar el nivel de extensión de epidemias en esta cominidad terriblemente hacinada en la Rioja. Hay miles de indigenas en Bogotá de 94 comunidades desplazados por la violencia"
728,"Los acuerdos que firmó el gobierno anterior, serán cumplidos por nosotros. La paz en el alto Andagueda, el empoderamiento de su reserva será fundamental para solucionar un problema de incomprensión étnica en el centro de Bogotá"
729,"Todo miembro de la policia, todo funcionario público, igual que toda persona, es sujeto de derechos humanos. Es tambien violador de derechos humanos el que agrede en estado de indefensión a un policía"
730,La ausencia de diálogo siempre genera más violencia. Rechazo y condeno los actos vividos hoy en Bogotá. Varios miembros de la Fuerza Pública y civiles resultaron heridos. Nunca será protesta la agresión a un policía.
731,"Editorial de ""The Economist"", en donde se menciona nuestra estrategia sobre las drogas y los cambios de política en los EEUU."
732,La Casa Blanca da un paso fundamental para cambiar la visión de la lucha contra las drogas. El consumidor de marihuana no será tratado como delincuente.
733,"Desde Caracas se reanudan los diálogos de paz oficialmente entre nuestro gobierno y el ELN, junto a los paises garantes de Venezuela, Cuba y Noruega."
734,Un análisis de la fracasada guerra contra las drogas en la que metió Nixon a todas las américas. https://elpais.com/america-colombia/2022-10-03/hay-consenso-sobre-el-fracaso-de-la-guerra-contra-las-drogas-pero-aun-no-hay-propuestas-de-solucion.html
735,"El día de hoy me reuní con el @SecBlinken y conversamos sobre la cooperación conjunta en materia de cambio climático, una verdadera política de drogas y la lucha contra la corrupción. Fortaleceremos la relación entre Estados Unidos y Colombia en estos proyectos integrales."
736,El gran problema de Colombia es la enorme desigualdad social heredada de la esclavitud. De allí surgen otros problemas como la guerrilla o el narcotráfico.
737,No podemos cantar victoria pero el mes de septiembre es el mes durante el año donde murieron menos líderes sociales y uno de los de menos masacres y muertes de excombatientes que firmaron por la paz. https://www.elespectador.com/politica/disminuyeron-asesinatos-a-lideres-sociales-tras-planes-de-paz-del-gobierno-petro/
738,"La jornada convocada por la Iglesia Catolica: ""No matarás, no desapareceras"" es un enorme aporte a la Paz de Colombia. GRACIAS."
739,Mi entrevista para el Washington Post sobre una política sobre las drogas más eficaz. https://www.washingtonpost.com/national-security/2022/09/27/united-states-colombia-drugs/
740,"Ha pasado una semsna de mentiras construidas, con un objeto: borrar el impacto del discurso en la ONU y el cambio de política sobre el cambio climático y sobre las drogas que propone. Veamos un análisis del tema https://victordecurrealugo.com/petro-biden-embustes/"
741,"Urge un cambio en la política antidrogas y en la lucha contra el cambio climático. Nosotros vamos a liderar el cambio, un cambio que requiere voluntades pero también acciones."
742,Queremos una democracia multicolor profunda. Queremos que el dialogo social en cada territorio sea el camino de la soberanía popular y de la paz.
743,Dos motores prenden la violencia en Buenaventura: la enorme exclusión social y el hecho de ser un puerto donde sale cocaína y vuelve convertida en contrabando casi que legal. Chontas y Espartanos son bienvenidos a la paz.
744,"En Buenaventura, hablando de la paz en la región."
745,"Interdicción total en zonas de masacres, dinamitar dragas masivamente en zonas de mineria ilegal. Capturar a los grandes lavadores de dólares y cerrar el Estado al influjo criminal. Solo así, la paz es viable."
746,"El campesinado cafetero de San Luis en el Huila, dispuesto con su sabiduría a construir la Paz."
747,"En San Luis, limites con el Tolima, municipio de Neiva. Dialogamos con la comunidad la estrategia de la Paz. El adios a la violencia."
748,"Rechazo contundentemente el ataque con explosivos donde murieron 8 policías en San Luis, Huila. Solidaridad con sus familias. Estos hechos expresan un claro saboteo a la paz total. He pedido a las autoridades desplazarse al territorio para asumir la investigación."
749,"Por tasa de homicidios: la cantidad de homicidios por cada 100.000 habitantes, que es el indicador internacional de violencia; la ciudad de Bogotá se ha convertido en la capital menos violenta de Colombia. La mayoría de ciudades colombianas bajan su tasa de homicidios.

Cuando se baja de 10 homicidios por cada 100.000 habitantes, se cinsidera que la ciudad está por fuera de la violencia, Bogotá que tenía en 1993 una tasa de 93 homicidios por 100.000 habitantes la ha reducido nueve veces, hoy es del orden de 11

El éxito bogotano en reducir permanentemente la violencia en los últimos 30 años se debe a una política de seguridad diferente a la usada en el país: una fuerte inversión social, en educación pública y contra la exclusión social.

En 30 años Bogotá no ha contruido más cárceles ni aumentado su pie de fuerza, sin embargo, ha disminuido en nueve veces, su violencia. Hace dos dias Medellin completó 7 dias sin homicidios, nunca antes lo había logrado. El delito disminuye si hay inclusión social."
750,Policía y armada en reacción inmediata.
751,"En Lima, repotenciar el Pacto Andino para establecer una política de industrialización de la región. Solicitamos conversaciones de paz entre todos los actores del conflicto en Ucrania."
752,"También le he pedido al ministro de Defensa garantizar la protección de la vida de los colombianos en todo el territorio. Colombia no puede ser el país de las masacres, esa historia de sangre debe quedar atrás."
753,"Rechazo con vehemencia el asesinato de los periodistas Dilia Contreras y Leiner Montero, en Magdalena. Le pido a la Fiscalía una investigación urgente para encontrar a los responsables de este crimen porque, en Colombia, la prensa debe tener las garantías para hacer su trabajo."
754,El Catatumbo me recibe con amor. El cambio será que se convierta en capital de la Paz de Colombia
755,"En el Tarra , Norte de Santander, vengo a hablar de Paz, de desarrollo, del campesinado."
756,"Esto es lo que debe acabar en el país. No más violencia. Aunque solo cosas fueron afectadas y se salvaron los seres humanos, el trabajo del gobierno seguirá empeñado en que es la hora de la Paz."
757,"Gracias San Pablo, Bolívar. La tarea de la Paz es la prioridad."
758,"En el consejo de seguridad integral de San Pablo, Bolívar. Hoy analizaremos el problema de la minería ilegal y la violencia en el sur de Bolívar y el norte del Magadalena Medio."
